CBS code,Naam,Name,Value
1742,Rijssen-Holten,Eligible Votes,23094
603,Rijswijk,Eligible Votes,27664
1669,Roerdalen,Eligible Votes,11945
957,Roermond,Eligible Votes,28926
1674,Roosendaal,Eligible Votes,41065
599,Rotterdam,Eligible Votes,275402
277,Rozendaal,Eligible Votes,1067
840,Rucphen,Eligible Votes,11816
9003,Saba,Eligible Votes,222
441,Schagen,Eligible Votes,11245
458,Schermer,Eligible Votes,3371
279,Scherpenzeel,Eligible Votes,5709
606,Schiedam,Eligible Votes,37417
88,Schiermonnikoog,Eligible Votes,1137
844,Schijndel,Eligible Votes,12722
962,Schinnen,Eligible Votes,8003
608,Schoonhoven,Eligible Votes,7019
1676,Schouwen-Duiveland,Eligible Votes,22029
518,'s-Gravenhage,Eligible Votes,270440
796,'s-Hertogenbosch,Eligible Votes,80255
965,Simpelveld,Eligible Votes,6167
1702,Sint Anthonis,Eligible Votes,7392
9002,Sint Eustatius,Eligible Votes,262
845,Sint-Michielsgestel,Eligible Votes,16147
846,Sint-Oedenrode,Eligible Votes,10572
1883,Sittard-Geleen,Eligible Votes,51851
51,Skarsterlân,Eligible Votes,16527
610,Sliedrecht,Eligible Votes,13885
40,Slochteren,Eligible Votes,9211
1714,Sluis,Eligible Votes,13478
90,Smallingerland,Eligible Votes,32807
342,Soest,Eligible Votes,26870
847,Someren,Eligible Votes,10760
848,Son en Breugel,Eligible Votes,9445
612,Spijkenisse,Eligible Votes,38211
37,Stadskanaal,Eligible Votes,18298
180,Staphorst,Eligible Votes,9875
532,Stede Broec,Eligible Votes,12336
851,Steenbergen,Eligible Votes,12964
1708,Steenwijkerland,Eligible Votes,26436
971,Stein,Eligible Votes,14819
1904,Stichtse Vecht,Eligible Votes,37952
617,Strijen,Eligible Votes,5440
1900,Súdwest-Fryslân,Eligible Votes,49213
9,Ten Boer,Eligible Votes,4509
715,Terneuzen,Eligible Votes,28314
93,Terschelling,Eligible Votes,4425
448,Texel,Eligible Votes,10426
1525,Teylingen,Eligible Votes,21430
716,Tholen,Eligible Votes,14633
281,Tiel,Eligible Votes,21464
855,Tilburg,Eligible Votes,104805
183,Tubbergen,Eligible Votes,12683
1700,Twenterand,Eligible Votes,19289
1730,Tynaarlo,Eligible Votes,20431
737,Tytsjerksteradiel,Eligible Votes,18977
282,Ubbergen,Eligible Votes,5999
856,Uden,Eligible Votes,23682
450,Uitgeest,Eligible Votes,7839
451,Uithoorn,Eligible Votes,16416
184,Urk,Eligible Votes,10067
344,Utrecht,Eligible Votes,178580
1581,Utrechtse Heuvelrug,Eligible Votes,30207
981,Vaals,Eligible Votes,4234
994,Valkenburg aan de Geul,Eligible Votes,10367
858,Valkenswaard,Eligible Votes,17879
47,Veendam,Eligible Votes,15808
345,Veenendaal,Eligible Votes,36306
717,Veere,Eligible Votes,15190
860,Veghel,Eligible Votes,21105
861,Veldhoven,Eligible Votes,25335
453,Velsen,Eligible Votes,37850
983,Venlo,Eligible Votes,52088
984,Venray,Eligible Votes,23908
620,Vianen,Eligible Votes,11296
622,Vlaardingen,Eligible Votes,38183
48,Vlagtwedde,Eligible Votes,9229
96,Vlieland,Eligible Votes,1152
718,Vlissingen,Eligible Votes,23375
623,Vlist,Eligible Votes,6211
986,Voerendaal,Eligible Votes,7803
626,Voorschoten,Eligible Votes,14673
285,Voorst,Eligible Votes,14600
865,Vught,Eligible Votes,14979
866,Waalre,Eligible Votes,9972
867,Waalwijk,Eligible Votes,25799
627,Waddinxveen,Eligible Votes,15235
289,Wageningen,Eligible Votes,21186
629,Wassenaar,Eligible Votes,14413
852,Waterland,Eligible Votes,10987
988,Weert,Eligible Votes,27617
457,Weesp,Eligible Votes,10340
870,Werkendam,Eligible Votes,15319
668,West Maas en Waal,Eligible Votes,11256
1701,Westerveld,Eligible Votes,12864
293,Westervoort,Eligible Votes,8873
1783,Westland,Eligible Votes,59483
98,Weststellingwerf,Eligible Votes,15287
614,Westvoorne,Eligible Votes,8609
189,Wierden,Eligible Votes,14734
296,Wijchen,Eligible Votes,24258
1696,Wijdemeren,Eligible Votes,14722
352,Wijk bij Duurstede,Eligible Votes,13953
53,Winsum,Eligible Votes,8712
294,Winterswijk,Eligible Votes,16537
873,Woensdrecht,Eligible Votes,11612
632,Woerden,Eligible Votes,30456
880,Wormerland,Eligible Votes,9507
351,Woudenberg,Eligible Votes,7447
874,Woudrichem,Eligible Votes,8815
479,Zaanstad,Eligible Votes,79557
297,Zaltbommel,Eligible Votes,15471
473,Zandvoort,Eligible Votes,9806
707,Zederik,Eligible Votes,8517
478,Zeevang,Eligible Votes,3864
50,Zeewolde,Eligible Votes,12142
355,Zeist,Eligible Votes,35518
299,Zevenaar,Eligible Votes,19321
476,Zijpe,Eligible Votes,6982
637,Zoetermeer,Eligible Votes,68769
638,Zoeterwoude,Eligible Votes,5026
56,Zuidhorn,Eligible Votes,11458
1892,Zuidplas,Eligible Votes,23772
879,Zundert,Eligible Votes,11287
301,Zutphen,Eligible Votes,27663
1896,Zwartewaterland,Eligible Votes,12832
642,Zwijndrecht,Eligible Votes,25489
193,Zwolle,Eligible Votes,72161
1680,Aa en Hunze,onEligible Votes,21
738,Aalburg,onEligible Votes,23
358,Aalsmeer,onEligible Votes,35
197,Aalten,onEligible Votes,21
59,Achtkarspelen,onEligible Votes,33
482,Alblasserdam,onEligible Votes,20
613,Albrandswaard,onEligible Votes,27
361,Alkmaar,onEligible Votes,99
141,Almelo,onEligible Votes,102
34,Almere,onEligible Votes,279
484,Alphen aan den Rijn,onEligible Votes,81
1723,Alphen-Chaam,onEligible Votes,12
60,Ameland,onEligible Votes,0
307,Amersfoort,onEligible Votes,162
362,Amstelveen,onEligible Votes,100
363,Amsterdam,onEligible Votes,1738
200,Apeldoorn,onEligible Votes,156
3,Appingedam,onEligible Votes,10
202,Arnhem,onEligible Votes,197
106,Assen,onEligible Votes,61
743,Asten,onEligible Votes,18
744,Baarle-Nassau,onEligible Votes,6
308,Baarn,onEligible Votes,24
489,Barendrecht,onEligible Votes,30
203,Barneveld,onEligible Votes,47
5,Bedum,onEligible Votes,7
888,Beek,onEligible Votes,28
370,Beemster,onEligible Votes,8
889,Beesel,onEligible Votes,16
7,Bellingwedde,onEligible Votes,21
491,Bergambacht,onEligible Votes,9
1724,Bergeijk,onEligible Votes,18
893,Bergen (L.),onEligible Votes,10
373,Bergen (NH),onEligible Votes,27
748,Bergen op Zoom,onEligible Votes,118
1859,Berkelland,onEligible Votes,46
1721,Bernheze,onEligible Votes,22
568,Bernisse,onEligible Votes,18
753,Best,onEligible Votes,35
209,Beuningen,onEligible Votes,35
375,Beverwijk,onEligible Votes,38
585,Binnenmaas,onEligible Votes,30
1728,Bladel,onEligible Votes,14
376,Blaricum,onEligible Votes,9
377,Bloemendaal,onEligible Votes,25
55,Boarnsterhim,onEligible Votes,15
1901,Bodegraven-Reeuwijk,onEligible Votes,29
755,Boekel,onEligible Votes,10
9001,Bonaire,onEligible Votes,58
1681,Borger-Odoorn,onEligible Votes,25
147,Borne,onEligible Votes,21
654,Borsele,onEligible Votes,28
499,Boskoop,onEligible Votes,8
756,Boxmeer,onEligible Votes,27
757,Boxtel,onEligible Votes,40
758,Breda,onEligible Votes,220
501,Brielle,onEligible Votes,17
1876,Bronckhorst,onEligible Votes,32
213,Brummen,onEligible Votes,23
899,Brunssum,onEligible Votes,25
312,Bunnik,onEligible Votes,15
313,Bunschoten,onEligible Votes,28
214,Buren,onEligible Votes,21
381,Bussum,onEligible Votes,34
502,Capelle aan den IJssel,onEligible Votes,93
383,Castricum,onEligible Votes,30
109,Coevorden,onEligible Votes,36
1706,Cranendonck,onEligible Votes,19
611,Cromstrijen,onEligible Votes,7
1684,Cuijk,onEligible Votes,27
216,Culemborg,onEligible Votes,32
148,Dalfsen,onEligible Votes,24
1891,Dantumadiel,onEligible Votes,19
310,De Bilt,onEligible Votes,36
1663,De Marne,onEligible Votes,6
736,De Ronde Venen,onEligible Votes,33
1690,De Wolden,onEligible Votes,25
503,Delft,onEligible Votes,157
10,Delfzijl,onEligible Votes,40
400,Den Helder,onEligible Votes,61
762,Deurne,onEligible Votes,23
150,Deventer,onEligible Votes,125
384,Diemen,onEligible Votes,42
1774,Dinkelland,onEligible Votes,28
504,Dirksland,onEligible Votes,10
221,Doesburg,onEligible Votes,9
222,Doetinchem,onEligible Votes,44
766,Dongen,onEligible Votes,19
58,Dongeradeel,onEligible Votes,29
505,Dordrecht,onEligible Votes,177
498,Drechterland,onEligible Votes,26
1719,Drimmelen,onEligible Votes,28
303,Dronten,onEligible Votes,52
225,Druten,onEligible Votes,18
226,Duiven,onEligible Votes,31
1711,Echt-Susteren,onEligible Votes,33
385,Edam-Volendam,onEligible Votes,22
228,Ede,onEligible Votes,100
317,Eemnes,onEligible Votes,5
1651,Eemsmond,onEligible Votes,16
770,Eersel,onEligible Votes,16
1903,Eijsden-Margraten,onEligible Votes,33
772,Eindhoven,onEligible Votes,275
230,Elburg,onEligible Votes,31
114,Emmen,onEligible Votes,113
388,Enkhuizen,onEligible Votes,21
153,Enschede,onEligible Votes,210
232,Epe,onEligible Votes,32
233,Ermelo,onEligible Votes,31
777,Etten-Leur,onEligible Votes,45
1722,Ferwerderadiel,onEligible Votes,4
70,Franekeradeel,onEligible Votes,24
653,Gaasterlân-Sleat,onEligible Votes,8
779,Geertruidenberg,onEligible Votes,16
236,Geldermalsen,onEligible Votes,23
1771,Geldrop-Mierlo,onEligible Votes,31
1652,Gemert-Bakel,onEligible Votes,34
907,Gennep,onEligible Votes,12
689,Giessenlanden,onEligible Votes,12
784,Gilze en Rijen,onEligible Votes,26
511,Goedereede,onEligible Votes,10
664,Goes,onEligible Votes,36
785,Goirle,onEligible Votes,17
512,Gorinchem,onEligible Votes,39
513,Gouda,onEligible Votes,105
693,Graafstroom,onEligible Votes,7
365,Graft-De Rijp,onEligible Votes,15
786,Grave,onEligible Votes,13
241,Groesbeek,onEligible Votes,30
14,Groningen,onEligible Votes,225
15,Grootegast,onEligible Votes,4
1729,Gulpen-Wittem,onEligible Votes,17
158,Haaksbergen,onEligible Votes,20
788,Haaren,onEligible Votes,10
392,Haarlem,onEligible Votes,199
393,Haarlemmerliede en Spaarnwoude,onEligible Votes,2
394,Haarlemmermeer,onEligible Votes,218
1655,Halderberge,onEligible Votes,41
160,Hardenberg,onEligible Votes,52
243,Harderwijk,onEligible Votes,64
523,Hardinxveld-Giessendam,onEligible Votes,20
17,Haren,onEligible Votes,18
395,Harenkarspel,onEligible Votes,13
72,Harlingen,onEligible Votes,21
244,Hattem,onEligible Votes,22
396,Heemskerk,onEligible Votes,58
397,Heemstede,onEligible Votes,32
246,Heerde,onEligible Votes,23
74,Heerenveen,onEligible Votes,48
398,Heerhugowaard,onEligible Votes,74
917,Heerlen,onEligible Votes,137
1658,Heeze-Leende,onEligible Votes,13
399,Heiloo,onEligible Votes,21
163,Hellendoorn,onEligible Votes,38
530,Hellevoetsluis,onEligible Votes,40
794,Helmond,onEligible Votes,139
531,Hendrik-Ido-Ambacht,onEligible Votes,39
164,Hengelo,onEligible Votes,118
63,Het Bildt,onEligible Votes,19
252,Heumen,onEligible Votes,11
797,Heusden,onEligible Votes,63
534,Hillegom,onEligible Votes,30
798,Hilvarenbeek,onEligible Votes,17
402,Hilversum,onEligible Votes,92
1735,Hof van Twente,onEligible Votes,33
1911,Hollands Kroon,onEligible Votes,53
118,Hoogeveen,onEligible Votes,49
18,Hoogezand-Sappemeer,onEligible Votes,41
405,Hoorn,onEligible Votes,90
1507,Horst aan de Maas,onEligible Votes,37
321,Houten,onEligible Votes,31
406,Huizen,onEligible Votes,28
677,Hulst,onEligible Votes,24
353,IJsselstein,onEligible Votes,41
1884,Kaag en Braassem,onEligible Votes,22
166,Kampen,onEligible Votes,39
678,Kapelle,onEligible Votes,3
537,Katwijk,onEligible Votes,39
928,Kerkrade,onEligible Votes,50
1598,Koggenland,onEligible Votes,24
79,Kollumerland en Nieuwkruisland,onEligible Votes,22
588,Korendijk,onEligible Votes,5
542,Krimpen aan den IJssel,onEligible Votes,42
1659,Laarbeek,onEligible Votes,26
1685,Landerd,onEligible Votes,17
882,Landgraaf,onEligible Votes,34
415,Landsmeer,onEligible Votes,10
416,Langedijk,onEligible Votes,34
1621,Lansingerland,onEligible Votes,54
417,Laren,onEligible Votes,9
22,Leek,onEligible Votes,23
545,Leerdam,onEligible Votes,19
80,Leeuwarden,onEligible Votes,112
81,Leeuwarderadeel,onEligible Votes,8
546,Leiden,onEligible Votes,186
547,Leiderdorp,onEligible Votes,53
1916,Leidschendam-Voorburg,onEligible Votes,119
995,Lelystad,onEligible Votes,100
82,Lemsterland,onEligible Votes,22
1640,Leudal,onEligible Votes,32
327,Leusden,onEligible Votes,31
694,Liesveld,onEligible Votes,10
733,Lingewaal,onEligible Votes,10
1705,Lingewaard,onEligible Votes,59
553,Lisse,onEligible Votes,26
140,Littenseradiel,onEligible Votes,12
262,Lochem,onEligible Votes,27
809,Loon op Zand,onEligible Votes,10
331,Lopik,onEligible Votes,13
24,Loppersum,onEligible Votes,10
168,Losser,onEligible Votes,19
1671,Maasdonk,onEligible Votes,15
263,Maasdriel,onEligible Votes,27
1641,Maasgouw,onEligible Votes,29
556,Maassluis,onEligible Votes,47
935,Maastricht,onEligible Votes,148
25,Marum,onEligible Votes,9
420,Medemblik,onEligible Votes,43
938,Meerssen,onEligible Votes,29
1908,Menameradiel,onEligible Votes,14
1987,Menterwolde,onEligible Votes,13
119,Meppel,onEligible Votes,40
687,Middelburg,onEligible Votes,44
559,Middelharnis,onEligible Votes,14
1842,Midden-Delfland,onEligible Votes,17
1731,Midden-Drenthe,onEligible Votes,34
815,Mill en Sint Hubert,onEligible Votes,8
265,Millingen aan de Rijn,onEligible Votes,3
1709,Moerdijk,onEligible Votes,22
1955,Montferland,onEligible Votes,33
335,Montfoort,onEligible Votes,5
944,Mook en Middelaar,onEligible Votes,5
424,Muiden,onEligible Votes,11
425,Naarden,onEligible Votes,12
1740,Neder-Betuwe,onEligible Votes,24
643,Nederlek,onEligible Votes,18
946,Nederweert,onEligible Votes,16
304,Neerijnen,onEligible Votes,8
356,Nieuwegein,onEligible Votes,85
569,Nieuwkoop,onEligible Votes,18
571,Nieuw-Lekkerland,onEligible Votes,8
267,Nijkerk,onEligible Votes,44
268,Nijmegen,onEligible Votes,204
1695,Noord-Beveland,onEligible Votes,8
1699,Noordenveld,onEligible Votes,43
171,Noordoostpolder,onEligible Votes,47
575,Noordwijk,onEligible Votes,41
576,Noordwijkerhout,onEligible Votes,21
820,Nuenen Gerwen en Nederwetten,onEligible Votes,22
302,Nunspeet,onEligible Votes,32
951,Nuth,onEligible Votes,30
579,Oegstgeest,onEligible Votes,13
823,Oirschot,onEligible Votes,23
824,Oisterwijk,onEligible Votes,27
1895,Oldambt,onEligible Votes,51
269,Oldebroek,onEligible Votes,23
173,Oldenzaal,onEligible Votes,36
1773,Olst-Wijhe,onEligible Votes,11
175,Ommen,onEligible Votes,10
881,Onderbanken,onEligible Votes,12
1586,Oost Gelre,onEligible Votes,21
826,Oosterhout,onEligible Votes,50
580,Oostflakkee,onEligible Votes,8
85,Ooststellingwerf,onEligible Votes,26
431,Oostzaan,onEligible Votes,13
432,Opmeer,onEligible Votes,7
86,Opsterland,onEligible Votes,18
828,Oss,onEligible Votes,108
584,Oud-Beijerland,onEligible Votes,27
1509,Oude IJsselstreek,onEligible Votes,32
437,Ouder-Amstel,onEligible Votes,12
644,Ouderkerk,onEligible Votes,9
589,Oudewater,onEligible Votes,2
1734,Overbetuwe,onEligible Votes,31
590,Papendrecht,onEligible Votes,28
1894,Peel en Maas,onEligible Votes,41
765,Pekela,onEligible Votes,20
1926,Pijnacker-Nootdorp,onEligible Votes,36
439,Purmerend,onEligible Votes,127
273,Putten,onEligible Votes,26
177,Raalte,onEligible Votes,26
703,Reimerswaal,onEligible Votes,24
274,Renkum,onEligible Votes,33
339,Renswoude,onEligible Votes,7
1667,Reusel-De Mierden,onEligible Votes,4
275,Rheden,onEligible Votes,48
340,Rhenen,onEligible Votes,32
597,Ridderkerk,onEligible Votes,53
196,Rijnwaarden,onEligible Votes,6
1672,Rijnwoude,onEligible Votes,18
1742,Rijssen-Holten,onEligible Votes,58
603,Rijswijk,onEligible Votes,84
1669,Roerdalen,onEligible Votes,13
957,Roermond,onEligible Votes,77
1674,Roosendaal,onEligible Votes,105
599,Rotterdam,onEligible Votes,1303
277,Rozendaal,onEligible Votes,2
840,Rucphen,onEligible Votes,17
9003,Saba,onEligible Votes,4
441,Schagen,onEligible Votes,20
458,Schermer,onEligible Votes,6
279,Scherpenzeel,onEligible Votes,9
606,Schiedam,onEligible Votes,126
88,Schiermonnikoog,onEligible Votes,7
844,Schijndel,onEligible Votes,17
962,Schinnen,onEligible Votes,17
608,Schoonhoven,onEligible Votes,21
1676,Schouwen-Duiveland,onEligible Votes,47
518,'s-Gravenhage,onEligible Votes,1090
796,'s-Hertogenbosch,onEligible Votes,175
965,Simpelveld,onEligible Votes,5
1702,Sint Anthonis,onEligible Votes,9
9002,Sint Eustatius,onEligible Votes,3
845,Sint-Michielsgestel,onEligible Votes,32
846,Sint-Oedenrode,onEligible Votes,16
1883,Sittard-Geleen,onEligible Votes,101
51,Skarsterlân,onEligible Votes,23
610,Sliedrecht,onEligible Votes,38
40,Slochteren,onEligible Votes,26
1714,Sluis,onEligible Votes,22
90,Smallingerland,onEligible Votes,78
342,Soest,onEligible Votes,47
847,Someren,onEligible Votes,15
848,Son en Breugel,onEligible Votes,12
612,Spijkenisse,onEligible Votes,87
37,Stadskanaal,onEligible Votes,49
180,Staphorst,onEligible Votes,16
532,Stede Broec,onEligible Votes,15
851,Steenbergen,onEligible Votes,22
1708,Steenwijkerland,onEligible Votes,48
971,Stein,onEligible Votes,30
1904,Stichtse Vecht,onEligible Votes,65
617,Strijen,onEligible Votes,6
1900,Súdwest-Fryslân,onEligible Votes,78
9,Ten Boer,onEligible Votes,7
715,Terneuzen,onEligible Votes,69
93,Terschelling,onEligible Votes,5
448,Texel,onEligible Votes,15
1525,Teylingen,onEligible Votes,26
716,Tholen,onEligible Votes,21
281,Tiel,onEligible Votes,42
855,Tilburg,onEligible Votes,228
183,Tubbergen,onEligible Votes,22
1700,Twenterand,onEligible Votes,38
1730,Tynaarlo,onEligible Votes,23
737,Tytsjerksteradiel,onEligible Votes,28
282,Ubbergen,onEligible Votes,15
856,Uden,onEligible Votes,38
450,Uitgeest,onEligible Votes,18
451,Uithoorn,onEligible Votes,35
184,Urk,onEligible Votes,18
344,Utrecht,onEligible Votes,375
1581,Utrechtse Heuvelrug,onEligible Votes,78
981,Vaals,onEligible Votes,10
994,Valkenburg aan de Geul,onEligible Votes,24
858,Valkenswaard,onEligible Votes,35
47,Veendam,onEligible Votes,18
345,Veenendaal,onEligible Votes,95
717,Veere,onEligible Votes,18
860,Veghel,onEligible Votes,33
861,Veldhoven,onEligible Votes,35
453,Velsen,onEligible Votes,58
983,Venlo,onEligible Votes,131
984,Venray,onEligible Votes,50
620,Vianen,onEligible Votes,27
622,Vlaardingen,onEligible Votes,103
48,Vlagtwedde,onEligible Votes,28
96,Vlieland,onEligible Votes,0
718,Vlissingen,onEligible Votes,58
623,Vlist,onEligible Votes,8
986,Voerendaal,onEligible Votes,13
626,Voorschoten,onEligible Votes,27
285,Voorst,onEligible Votes,26
865,Vught,onEligible Votes,12
866,Waalre,onEligible Votes,9
867,Waalwijk,onEligible Votes,47
627,Waddinxveen,onEligible Votes,26
289,Wageningen,onEligible Votes,27
629,Wassenaar,onEligible Votes,34
852,Waterland,onEligible Votes,19
988,Weert,onEligible Votes,57
457,Weesp,onEligible Votes,32
870,Werkendam,onEligible Votes,15
668,West Maas en Waal,onEligible Votes,11
1701,Westerveld,onEligible Votes,14
293,Westervoort,onEligible Votes,12
1783,Westland,onEligible Votes,100
98,Weststellingwerf,onEligible Votes,34
614,Westvoorne,onEligible Votes,12
189,Wierden,onEligible Votes,22
296,Wijchen,onEligible Votes,53
1696,Wijdemeren,onEligible Votes,17
352,Wijk bij Duurstede,onEligible Votes,21
53,Winsum,onEligible Votes,13
294,Winterswijk,onEligible Votes,28
873,Woensdrecht,onEligible Votes,25
632,Woerden,onEligible Votes,55
880,Wormerland,onEligible Votes,17
351,Woudenberg,onEligible Votes,7
874,Woudrichem,onEligible Votes,13
479,Zaanstad,onEligible Votes,228
297,Zaltbommel,onEligible Votes,25
473,Zandvoort,onEligible Votes,19
707,Zederik,onEligible Votes,17
478,Zeevang,onEligible Votes,5
50,Zeewolde,onEligible Votes,18
355,Zeist,onEligible Votes,80
299,Zevenaar,onEligible Votes,31
476,Zijpe,onEligible Votes,17
637,Zoetermeer,onEligible Votes,165
638,Zoeterwoude,onEligible Votes,8
56,Zuidhorn,onEligible Votes,10
1892,Zuidplas,onEligible Votes,41
879,Zundert,onEligible Votes,18
301,Zutphen,onEligible Votes,43
1896,Zwartewaterland,onEligible Votes,32
642,Zwijndrecht,onEligible Votes,64
193,Zwolle,onEligible Votes,123
1680,Aa en Hunze,Voter Turnout,16379
738,Aalburg,Voter Turnout,7641
358,Aalsmeer,Voter Turnout,17696
197,Aalten,Voter Turnout,15918
59,Achtkarspelen,Voter Turnout,15647
482,Alblasserdam,Voter Turnout,11055
613,Albrandswaard,Voter Turnout,14259
361,Alkmaar,Voter Turnout,54354
141,Almelo,Voter Turnout,37172
34,Almere,Voter Turnout,95130
484,Alphen aan den Rijn,Voter Turnout,41788
1723,Alphen-Chaam,Voter Turnout,5854
60,Ameland,Voter Turnout,3138
307,Amersfoort,Voter Turnout,84763
362,Amstelveen,Voter Turnout,46201
363,Amsterdam,Voter Turnout,392013
200,Apeldoorn,Voter Turnout,92282
3,Appingedam,Voter Turnout,6731
202,Arnhem,Voter Turnout,80717
106,Assen,Voter Turnout,38766
743,Asten,Voter Turnout,9846
744,Baarle-Nassau,Voter Turnout,3767
308,Baarn,Voter Turnout,14623
489,Barendrecht,Voter Turnout,26750
203,Barneveld,Voter Turnout,32661
5,Bedum,Voter Turnout,6545
888,Beek,Voter Turnout,9972
370,Beemster,Voter Turnout,5477
889,Beesel,Voter Turnout,7564
7,Bellingwedde,Voter Turnout,5571
491,Bergambacht,Voter Turnout,6179
1724,Bergeijk,Voter Turnout,10868
893,Bergen (L.),Voter Turnout,7410
373,Bergen (NH),Voter Turnout,19915
748,Bergen op Zoom,Voter Turnout,35361
1859,Berkelland,Voter Turnout,27599
1721,Bernheze,Voter Turnout,16879
568,Bernisse,Voter Turnout,7606
753,Best,Voter Turnout,16405
209,Beuningen,Voter Turnout,15045
375,Beverwijk,Voter Turnout,20771
585,Binnenmaas,Voter Turnout,17899
1728,Bladel,Voter Turnout,11218
376,Blaricum,Voter Turnout,5872
377,Bloemendaal,Voter Turnout,14335
55,Boarnsterhim,Voter Turnout,11947
1901,Bodegraven-Reeuwijk,Voter Turnout,19964
755,Boekel,Voter Turnout,5597
9001,Bonaire,Voter Turnout,2565
1681,Borger-Odoorn,Voter Turnout,15950
147,Borne,Voter Turnout,13015
654,Borsele,Voter Turnout,13332
499,Boskoop,Voter Turnout,9075
756,Boxmeer,Voter Turnout,18014
757,Boxtel,Voter Turnout,17077
758,Breda,Voter Turnout,97618
501,Brielle,Voter Turnout,9642
1876,Bronckhorst,Voter Turnout,23121
213,Brummen,Voter Turnout,12665
899,Brunssum,Voter Turnout,15789
312,Bunnik,Voter Turnout,9346
313,Bunschoten,Voter Turnout,11943
214,Buren,Voter Turnout,15688
381,Bussum,Voter Turnout,19095
502,Capelle aan den IJssel,Voter Turnout,35132
383,Castricum,Voter Turnout,22373
109,Coevorden,Voter Turnout,21480
1706,Cranendonck,Voter Turnout,11750
611,Cromstrijen,Voter Turnout,7966
1684,Cuijk,Voter Turnout,14006
216,Culemborg,Voter Turnout,15707
148,Dalfsen,Voter Turnout,17109
1891,Dantumadiel,Voter Turnout,11216
310,De Bilt,Voter Turnout,26750
1663,De Marne,Voter Turnout,6317
736,De Ronde Venen,Voter Turnout,26094
1690,De Wolden,Voter Turnout,14955
503,Delft,Voter Turnout,55129
10,Delfzijl,Voter Turnout,14196
400,Den Helder,Voter Turnout,30235
762,Deurne,Voter Turnout,17995
150,Deventer,Voter Turnout,55246
384,Diemen,Voter Turnout,13360
1774,Dinkelland,Voter Turnout,16120
504,Dirksland,Voter Turnout,5026
221,Doesburg,Voter Turnout,6772
222,Doetinchem,Voter Turnout,32618
766,Dongen,Voter Turnout,14346
58,Dongeradeel,Voter Turnout,14221
505,Dordrecht,Voter Turnout,62254
498,Drechterland,Voter Turnout,11491
1719,Drimmelen,Voter Turnout,15372
303,Dronten,Voter Turnout,23119
225,Druten,Voter Turnout,10275
226,Duiven,Voter Turnout,14805
1711,Echt-Susteren,Voter Turnout,18765
385,Edam-Volendam,Voter Turnout,16838
228,Ede,Voter Turnout,65026
317,Eemnes,Voter Turnout,5404
1651,Eemsmond,Voter Turnout,9796
770,Eersel,Voter Turnout,10968
1903,Eijsden-Margraten,Voter Turnout,14993
772,Eindhoven,Voter Turnout,111180
230,Elburg,Voter Turnout,13547
114,Emmen,Voter Turnout,61090
388,Enkhuizen,Voter Turnout,10702
153,Enschede,Voter Turnout,82328
232,Epe,Voter Turnout,20006
233,Ermelo,Voter Turnout,16289
777,Etten-Leur,Voter Turnout,23060
1722,Ferwerderadiel,Voter Turnout,4957
70,Franekeradeel,Voter Turnout,11879
653,Gaasterlân-Sleat,Voter Turnout,6405
779,Geertruidenberg,Voter Turnout,11967
236,Geldermalsen,Voter Turnout,15963
1771,Geldrop-Mierlo,Voter Turnout,21950
1652,Gemert-Bakel,Voter Turnout,16439
907,Gennep,Voter Turnout,9908
689,Giessenlanden,Voter Turnout,9186
784,Gilze en Rijen,Voter Turnout,14719
511,Goedereede,Voter Turnout,7294
664,Goes,Voter Turnout,21640
785,Goirle,Voter Turnout,13716
512,Gorinchem,Voter Turnout,19068
513,Gouda,Voter Turnout,40425
693,Graafstroom,Voter Turnout,5959
365,Graft-De Rijp,Voter Turnout,4082
786,Grave,Voter Turnout,7334
241,Groesbeek,Voter Turnout,11563
14,Groningen,Voter Turnout,118092
15,Grootegast,Voter Turnout,6905
1729,Gulpen-Wittem,Voter Turnout,9508
158,Haaksbergen,Voter Turnout,14623
788,Haaren,Voter Turnout,7997
392,Haarlem,Voter Turnout,86365
393,Haarlemmerliede en Spaarnwoude,Voter Turnout,3427
394,Haarlemmermeer,Voter Turnout,80745
1655,Halderberge,Voter Turnout,16186
160,Hardenberg,Voter Turnout,35293
243,Harderwijk,Voter Turnout,26539
523,Hardinxveld-Giessendam,Voter Turnout,10821
17,Haren,Voter Turnout,12355
395,Harenkarspel,Voter Turnout,9211
72,Harlingen,Voter Turnout,9116
244,Hattem,Voter Turnout,7348
396,Heemskerk,Voter Turnout,22549
397,Heemstede,Voter Turnout,16766
246,Heerde,Voter Turnout,11248
74,Heerenveen,Voter Turnout,25545
398,Heerhugowaard,Voter Turnout,28749
917,Heerlen,Voter Turnout,46644
1658,Heeze-Leende,Voter Turnout,9474
399,Heiloo,Voter Turnout,14482
163,Hellendoorn,Voter Turnout,21959
530,Hellevoetsluis,Voter Turnout,21627
794,Helmond,Voter Turnout,43246
531,Hendrik-Ido-Ambacht,Voter Turnout,16659
164,Hengelo,Voter Turnout,46670
63,Het Bildt,Voter Turnout,5939
252,Heumen,Voter Turnout,10296
797,Heusden,Voter Turnout,24681
534,Hillegom,Voter Turnout,12279
798,Hilvarenbeek,Voter Turnout,9215
402,Hilversum,Voter Turnout,48625
1735,Hof van Twente,Voter Turnout,21997
1911,Hollands Kroon,Voter Turnout,27295
118,Hoogeveen,Voter Turnout,31428
