CBS code,Naam,Name,Value
1680,Aa en Hunze,50PLUS,207
738,Aalburg,50PLUS,104
358,Aalsmeer,50PLUS,354
197,Aalten,50PLUS,263
59,Achtkarspelen,50PLUS,144
482,Alblasserdam,50PLUS,194
613,Albrandswaard,50PLUS,290
361,Alkmaar,50PLUS,1310
141,Almelo,50PLUS,686
34,Almere,50PLUS,2307
484,Alphen aan den Rijn,50PLUS,776
1723,Alphen-Chaam,50PLUS,131
60,Ameland,50PLUS,45
307,Amersfoort,50PLUS,1320
362,Amstelveen,50PLUS,992
363,Amsterdam,50PLUS,5241
200,Apeldoorn,50PLUS,1676
3,Appingedam,50PLUS,110
202,Arnhem,50PLUS,1273
106,Assen,50PLUS,434
743,Asten,50PLUS,238
744,Baarle-Nassau,50PLUS,116
308,Baarn,50PLUS,254
489,Barendrecht,50PLUS,558
203,Barneveld,50PLUS,385
5,Bedum,50PLUS,82
888,Beek,50PLUS,232
370,Beemster,50PLUS,73
889,Beesel,50PLUS,186
7,Bellingwedde,50PLUS,76
491,Bergambacht,50PLUS,91
1724,Bergeijk,50PLUS,256
893,Bergen (L.),50PLUS,159
373,Bergen (NH),50PLUS,454
748,Bergen op Zoom,50PLUS,917
1859,Berkelland,50PLUS,493
1721,Bernheze,50PLUS,309
568,Bernisse,50PLUS,166
753,Best,50PLUS,682
209,Beuningen,50PLUS,310
375,Beverwijk,50PLUS,662
585,Binnenmaas,50PLUS,276
1728,Bladel,50PLUS,312
376,Blaricum,50PLUS,120
377,Bloemendaal,50PLUS,192
55,Boarnsterhim,50PLUS,128
1901,Bodegraven-Reeuwijk,50PLUS,298
755,Boekel,50PLUS,132
9001,Bonaire,50PLUS,50
1681,Borger-Odoorn,50PLUS,231
147,Borne,50PLUS,193
654,Borsele,50PLUS,168
499,Boskoop,50PLUS,156
756,Boxmeer,50PLUS,230
757,Boxtel,50PLUS,406
758,Breda,50PLUS,1841
501,Brielle,50PLUS,234
1876,Bronckhorst,50PLUS,308
213,Brummen,50PLUS,208
899,Brunssum,50PLUS,371
312,Bunnik,50PLUS,173
313,Bunschoten,50PLUS,102
214,Buren,50PLUS,275
381,Bussum,50PLUS,317
502,Capelle aan den IJssel,50PLUS,890
383,Castricum,50PLUS,408
109,Coevorden,50PLUS,298
1706,Cranendonck,50PLUS,320
611,Cromstrijen,50PLUS,142
1684,Cuijk,50PLUS,227
216,Culemborg,50PLUS,297
148,Dalfsen,50PLUS,218
1891,Dantumadiel,50PLUS,95
310,De Bilt,50PLUS,472
1663,De Marne,50PLUS,88
736,De Ronde Venen,50PLUS,499
1690,De Wolden,50PLUS,162
503,Delft,50PLUS,995
10,Delfzijl,50PLUS,260
400,Den Helder,50PLUS,1021
762,Deurne,50PLUS,368
150,Deventer,50PLUS,856
384,Diemen,50PLUS,341
1774,Dinkelland,50PLUS,273
504,Dirksland,50PLUS,73
221,Doesburg,50PLUS,92
222,Doetinchem,50PLUS,434
766,Dongen,50PLUS,302
58,Dongeradeel,50PLUS,142
505,Dordrecht,50PLUS,1364
498,Drechterland,50PLUS,447
1719,Drimmelen,50PLUS,422
303,Dronten,50PLUS,429
225,Druten,50PLUS,199
226,Duiven,50PLUS,313
1711,Echt-Susteren,50PLUS,381
385,Edam-Volendam,50PLUS,381
228,Ede,50PLUS,974
317,Eemnes,50PLUS,99
1651,Eemsmond,50PLUS,135
770,Eersel,50PLUS,272
1903,Eijsden-Margraten,50PLUS,295
772,Eindhoven,50PLUS,3447
230,Elburg,50PLUS,163
114,Emmen,50PLUS,979
388,Enkhuizen,50PLUS,329
153,Enschede,50PLUS,1302
232,Epe,50PLUS,319
233,Ermelo,50PLUS,253
777,Etten-Leur,50PLUS,590
1722,Ferwerderadiel,50PLUS,69
70,Franekeradeel,50PLUS,144
653,Gaasterlân-Sleat,50PLUS,72
779,Geertruidenberg,50PLUS,340
236,Geldermalsen,50PLUS,296
1771,Geldrop-Mierlo,50PLUS,584
1652,Gemert-Bakel,50PLUS,376
907,Gennep,50PLUS,156
689,Giessenlanden,50PLUS,109
784,Gilze en Rijen,50PLUS,501
511,Goedereede,50PLUS,93
664,Goes,50PLUS,323
785,Goirle,50PLUS,368
512,Gorinchem,50PLUS,334
513,Gouda,50PLUS,760
693,Graafstroom,50PLUS,57
365,Graft-De Rijp,50PLUS,75
786,Grave,50PLUS,148
241,Groesbeek,50PLUS,189
14,Groningen,50PLUS,973
15,Grootegast,50PLUS,67
1729,Gulpen-Wittem,50PLUS,244
158,Haaksbergen,50PLUS,317
788,Haaren,50PLUS,151
392,Haarlem,50PLUS,1740
393,Haarlemmerliede en Spaarnwoude,50PLUS,80
394,Haarlemmermeer,50PLUS,1896
1655,Halderberge,50PLUS,533
160,Hardenberg,50PLUS,498
243,Harderwijk,50PLUS,429
523,Hardinxveld-Giessendam,50PLUS,131
17,Haren,50PLUS,129
395,Harenkarspel,50PLUS,189
72,Harlingen,50PLUS,160
244,Hattem,50PLUS,80
396,Heemskerk,50PLUS,628
397,Heemstede,50PLUS,302
246,Heerde,50PLUS,130
74,Heerenveen,50PLUS,285
398,Heerhugowaard,50PLUS,639
917,Heerlen,50PLUS,971
1658,Heeze-Leende,50PLUS,184
399,Heiloo,50PLUS,298
163,Hellendoorn,50PLUS,344
530,Hellevoetsluis,50PLUS,606
794,Helmond,50PLUS,999
531,Hendrik-Ido-Ambacht,50PLUS,282
164,Hengelo,50PLUS,797
63,Het Bildt,50PLUS,45
252,Heumen,50PLUS,140
797,Heusden,50PLUS,599
534,Hillegom,50PLUS,318
798,Hilvarenbeek,50PLUS,190
402,Hilversum,50PLUS,959
1735,Hof van Twente,50PLUS,307
1911,Hollands Kroon,50PLUS,719
118,Hoogeveen,50PLUS,431
18,Hoogezand-Sappemeer,50PLUS,278
405,Hoorn,50PLUS,1243
1507,Horst aan de Maas,50PLUS,446
321,Houten,50PLUS,474
406,Huizen,50PLUS,501
677,Hulst,50PLUS,271
353,IJsselstein,50PLUS,408
1884,Kaag en Braassem,50PLUS,377
166,Kampen,50PLUS,337
678,Kapelle,50PLUS,97
537,Katwijk,50PLUS,599
928,Kerkrade,50PLUS,503
1598,Koggenland,50PLUS,376
79,Kollumerland en Nieuwkruisland,50PLUS,82
588,Korendijk,50PLUS,100
542,Krimpen aan den IJssel,50PLUS,258
1659,Laarbeek,50PLUS,260
1685,Landerd,50PLUS,197
882,Landgraaf,50PLUS,451
415,Landsmeer,50PLUS,145
416,Langedijk,50PLUS,359
1621,Lansingerland,50PLUS,548
417,Laren,50PLUS,106
22,Leek,50PLUS,154
545,Leerdam,50PLUS,152
80,Leeuwarden,50PLUS,616
81,Leeuwarderadeel,50PLUS,56
546,Leiden,50PLUS,969
547,Leiderdorp,50PLUS,324
1916,Leidschendam-Voorburg,50PLUS,1063
995,Lelystad,50PLUS,1040
82,Lemsterland,50PLUS,119
1640,Leudal,50PLUS,533
327,Leusden,50PLUS,332
694,Liesveld,50PLUS,86
733,Lingewaal,50PLUS,115
1705,Lingewaard,50PLUS,525
553,Lisse,50PLUS,350
140,Littenseradiel,50PLUS,39
262,Lochem,50PLUS,309
809,Loon op Zand,50PLUS,374
331,Lopik,50PLUS,127
24,Loppersum,50PLUS,71
168,Losser,50PLUS,322
1671,Maasdonk,50PLUS,123
263,Maasdriel,50PLUS,260
1641,Maasgouw,50PLUS,397
556,Maassluis,50PLUS,452
935,Maastricht,50PLUS,1168
25,Marum,50PLUS,73
420,Medemblik,50PLUS,808
938,Meerssen,50PLUS,247
1908,Menameradiel,50PLUS,83
1987,Menterwolde,50PLUS,97
119,Meppel,50PLUS,273
687,Middelburg,50PLUS,437
559,Middelharnis,50PLUS,174
1842,Midden-Delfland,50PLUS,175
1731,Midden-Drenthe,50PLUS,287
815,Mill en Sint Hubert,50PLUS,131
265,Millingen aan de Rijn,50PLUS,74
1709,Moerdijk,50PLUS,543
1955,Montferland,50PLUS,393
335,Montfoort,50PLUS,148
944,Mook en Middelaar,50PLUS,69
424,Muiden,50PLUS,74
425,Naarden,50PLUS,161
1740,Neder-Betuwe,50PLUS,143
643,Nederlek,50PLUS,142
946,Nederweert,50PLUS,174
304,Neerijnen,50PLUS,91
356,Nieuwegein,50PLUS,943
569,Nieuwkoop,50PLUS,336
571,Nieuw-Lekkerland,50PLUS,55
267,Nijkerk,50PLUS,411
268,Nijmegen,50PLUS,1360
1695,Noord-Beveland,50PLUS,83
1699,Noordenveld,50PLUS,232
171,Noordoostpolder,50PLUS,332
575,Noordwijk,50PLUS,377
576,Noordwijkerhout,50PLUS,265
820,Nuenen Gerwen en Nederwetten,50PLUS,297
302,Nunspeet,50PLUS,147
951,Nuth,50PLUS,213
579,Oegstgeest,50PLUS,195
823,Oirschot,50PLUS,264
824,Oisterwijk,50PLUS,305
1895,Oldambt,50PLUS,290
269,Oldebroek,50PLUS,148
173,Oldenzaal,50PLUS,368
1773,Olst-Wijhe,50PLUS,175
175,Ommen,50PLUS,114
881,Onderbanken,50PLUS,74
1586,Oost Gelre,50PLUS,314
826,Oosterhout,50PLUS,683
580,Oostflakkee,50PLUS,131
85,Ooststellingwerf,50PLUS,198
431,Oostzaan,50PLUS,126
432,Opmeer,50PLUS,213
86,Opsterland,50PLUS,149
828,Oss,50PLUS,1015
584,Oud-Beijerland,50PLUS,242
1509,Oude IJsselstreek,50PLUS,424
437,Ouder-Amstel,50PLUS,228
644,Ouderkerk,50PLUS,57
589,Oudewater,50PLUS,99
1734,Overbetuwe,50PLUS,482
590,Papendrecht,50PLUS,444
1894,Peel en Maas,50PLUS,577
765,Pekela,50PLUS,88
1926,Pijnacker-Nootdorp,50PLUS,463
439,Purmerend,50PLUS,1255
273,Putten,50PLUS,185
177,Raalte,50PLUS,366
703,Reimerswaal,50PLUS,130
274,Renkum,50PLUS,344
339,Renswoude,50PLUS,38
1667,Reusel-De Mierden,50PLUS,244
275,Rheden,50PLUS,427
340,Rhenen,50PLUS,181
597,Ridderkerk,50PLUS,661
196,Rijnwaarden,50PLUS,136
1672,Rijnwoude,50PLUS,225
1742,Rijssen-Holten,50PLUS,203
603,Rijswijk,50PLUS,899
1669,Roerdalen,50PLUS,258
957,Roermond,50PLUS,576
1674,Roosendaal,50PLUS,1039
599,Rotterdam,50PLUS,5460
277,Rozendaal,50PLUS,11
840,Rucphen,50PLUS,272
9003,Saba,50PLUS,1
441,Schagen,50PLUS,304
458,Schermer,50PLUS,61
279,Scherpenzeel,50PLUS,68
606,Schiedam,50PLUS,1001
88,Schiermonnikoog,50PLUS,8
844,Schijndel,50PLUS,291
962,Schinnen,50PLUS,151
608,Schoonhoven,50PLUS,157
1676,Schouwen-Duiveland,50PLUS,343
518,"'s-Gravenhage",50PLUS,4425
796,"'s-Hertogenbosch",50PLUS,1729
965,Simpelveld,50PLUS,116
1702,Sint Anthonis,50PLUS,79
9002,Sint Eustatius,50PLUS,2
845,Sint-Michielsgestel,50PLUS,291
846,Sint-Oedenrode,50PLUS,195
1883,Sittard-Geleen,50PLUS,1096
51,Skarsterlân,50PLUS,195
610,Sliedrecht,50PLUS,256
40,Slochteren,50PLUS,117
1714,Sluis,50PLUS,235
90,Smallingerland,50PLUS,372
342,Soest,50PLUS,553
847,Someren,50PLUS,293
848,Son en Breugel,50PLUS,227
612,Spijkenisse,50PLUS,1134
37,Stadskanaal,50PLUS,228
180,Staphorst,50PLUS,66
532,Stede Broec,50PLUS,515
851,Steenbergen,50PLUS,272
1708,Steenwijkerland,50PLUS,356
971,Stein,50PLUS,456
1904,Stichtse Vecht,50PLUS,738
617,Strijen,50PLUS,101
1900,Súdwest-Fryslân,50PLUS,607
9,Ten Boer,50PLUS,52
715,Terneuzen,50PLUS,520
93,Terschelling,50PLUS,82
448,Texel,50PLUS,196
1525,Teylingen,50PLUS,460
716,Tholen,50PLUS,196
281,Tiel,50PLUS,382
855,Tilburg,50PLUS,2544
183,Tubbergen,50PLUS,181
1700,Twenterand,50PLUS,261
1730,Tynaarlo,50PLUS,266
737,Tytsjerksteradiel,50PLUS,193
282,Ubbergen,50PLUS,118
856,Uden,50PLUS,504
450,Uitgeest,50PLUS,164
451,Uithoorn,50PLUS,414
184,Urk,50PLUS,22
344,Utrecht,50PLUS,1971
1581,Utrechtse Heuvelrug,50PLUS,539
981,Vaals,50PLUS,99
994,Valkenburg aan de Geul,50PLUS,200
858,Valkenswaard,50PLUS,577
47,Veendam,50PLUS,236
345,Veenendaal,50PLUS,541
717,Veere,50PLUS,228
860,Veghel,50PLUS,396
861,Veldhoven,50PLUS,807
453,Velsen,50PLUS,1085
983,Venlo,50PLUS,1113
984,Venray,50PLUS,580
620,Vianen,50PLUS,255
622,Vlaardingen,50PLUS,1008
48,Vlagtwedde,50PLUS,141
96,Vlieland,50PLUS,19
718,Vlissingen,50PLUS,560
623,Vlist,50PLUS,94
986,Voerendaal,50PLUS,157
626,Voorschoten,50PLUS,241
285,Voorst,50PLUS,217
865,Vught,50PLUS,299
866,Waalre,50PLUS,263
867,Waalwijk,50PLUS,796
627,Waddinxveen,50PLUS,317
289,Wageningen,50PLUS,214
629,Wassenaar,50PLUS,274
852,Waterland,50PLUS,217
988,Weert,50PLUS,685
457,Weesp,50PLUS,265
870,Werkendam,50PLUS,257
668,West Maas en Waal,50PLUS,228
1701,Westerveld,50PLUS,162
293,Westervoort,50PLUS,178
1783,Westland,50PLUS,1188
98,Weststellingwerf,50PLUS,245
614,Westvoorne,50PLUS,172
189,Wierden,50PLUS,220
296,Wijchen,50PLUS,472
1696,Wijdemeren,50PLUS,292
352,Wijk bij Duurstede,50PLUS,245
53,Winsum,50PLUS,99
294,Winterswijk,50PLUS,231
873,Woensdrecht,50PLUS,382
632,Woerden,50PLUS,522
880,Wormerland,50PLUS,247
351,Woudenberg,50PLUS,82
874,Woudrichem,50PLUS,133
479,Zaanstad,50PLUS,2224
297,Zaltbommel,50PLUS,212
473,Zandvoort,50PLUS,269
707,Zederik,50PLUS,99
478,Zeevang,50PLUS,92
50,Zeewolde,50PLUS,193
355,Zeist,50PLUS,523
299,Zevenaar,50PLUS,454
476,Zijpe,50PLUS,169
637,Zoetermeer,50PLUS,1658
638,Zoeterwoude,50PLUS,80
56,Zuidhorn,50PLUS,94
1892,Zuidplas,50PLUS,376
879,Zundert,50PLUS,235
301,Zutphen,50PLUS,467
1896,Zwartewaterland,50PLUS,149
642,Zwijndrecht,50PLUS,580
193,Zwolle,50PLUS,871
1680,Aa en Hunze,Christen Democratisch Appèl (CDA),850
738,Aalburg,Christen Democratisch Appèl (CDA),856
358,Aalsmeer,Christen Democratisch Appèl (CDA),1495
197,Aalten,Christen Democratisch Appèl (CDA),3059
59,Achtkarspelen,Christen Democratisch Appèl (CDA),2760
482,Alblasserdam,Christen Democratisch Appèl (CDA),923
613,Albrandswaard,Christen Democratisch Appèl (CDA),1048
361,Alkmaar,Christen Democratisch Appèl (CDA),2906
141,Almelo,Christen Democratisch Appèl (CDA),3739
34,Almere,Christen Democratisch Appèl (CDA),2576
484,Alphen aan den Rijn,Christen Democratisch Appèl (CDA),3231
1723,Alphen-Chaam,Christen Democratisch Appèl (CDA),878
60,Ameland,Christen Democratisch Appèl (CDA),484
307,Amersfoort,Christen Democratisch Appèl (CDA),5481
362,Amstelveen,Christen Democratisch Appèl (CDA),2587
363,Amsterdam,Christen Democratisch Appèl (CDA),8517
200,Apeldoorn,Christen Democratisch Appèl (CDA),7810
3,Appingedam,Christen Democratisch Appèl (CDA),633
202,Arnhem,Christen Democratisch Appèl (CDA),3704
106,Assen,Christen Democratisch Appèl (CDA),2825
743,Asten,Christen Democratisch Appèl (CDA),1393
744,Baarle-Nassau,Christen Democratisch Appèl (CDA),560
308,Baarn,Christen Democratisch Appèl (CDA),1127
489,Barendrecht,Christen Democratisch Appèl (CDA),2055
203,Barneveld,Christen Democratisch Appèl (CDA),4589
5,Bedum,Christen Democratisch Appèl (CDA),1034
888,Beek,Christen Democratisch Appèl (CDA),1032
370,Beemster,Christen Democratisch Appèl (CDA),439
889,Beesel,Christen Democratisch Appèl (CDA),798
7,Bellingwedde,Christen Democratisch Appèl (CDA),243
491,Bergambacht,Christen Democratisch Appèl (CDA),521
1724,Bergeijk,Christen Democratisch Appèl (CDA),1828
893,Bergen (L.),Christen Democratisch Appèl (CDA),925
373,Bergen (NH),Christen Democratisch Appèl (CDA),1481
748,Bergen op Zoom,Christen Democratisch Appèl (CDA),2377
1859,Berkelland,Christen Democratisch Appèl (CDA),3709
1721,Bernheze,Christen Democratisch Appèl (CDA),2330
568,Bernisse,Christen Democratisch Appèl (CDA),721
753,Best,Christen Democratisch Appèl (CDA),1515
209,Beuningen,Christen Democratisch Appèl (CDA),1111
375,Beverwijk,Christen Democratisch Appèl (CDA),1196
585,Binnenmaas,Christen Democratisch Appèl (CDA),1643
1728,Bladel,Christen Democratisch Appèl (CDA),1499
376,Blaricum,Christen Democratisch Appèl (CDA),382
377,Bloemendaal,Christen Democratisch Appèl (CDA),1088
55,Boarnsterhim,Christen Democratisch Appèl (CDA),1086
1901,Bodegraven-Reeuwijk,Christen Democratisch Appèl (CDA),2386
755,Boekel,Christen Democratisch Appèl (CDA),891
9001,Bonaire,Christen Democratisch Appèl (CDA),415
1681,Borger-Odoorn,Christen Democratisch Appèl (CDA),1317
147,Borne,Christen Democratisch Appèl (CDA),2433
654,Borsele,Christen Democratisch Appèl (CDA),1502
499,Boskoop,Christen Democratisch Appèl (CDA),977
756,Boxmeer,Christen Democratisch Appèl (CDA),2156
757,Boxtel,Christen Democratisch Appèl (CDA),1531
758,Breda,Christen Democratisch Appèl (CDA),6311
501,Brielle,Christen Democratisch Appèl (CDA),615
1876,Bronckhorst,Christen Democratisch Appèl (CDA),3304
213,Brummen,Christen Democratisch Appèl (CDA),954
899,Brunssum,Christen Democratisch Appèl (CDA),1070
312,Bunnik,Christen Democratisch Appèl (CDA),1052
313,Bunschoten,Christen Democratisch Appèl (CDA),1772
214,Buren,Christen Democratisch Appèl (CDA),1046
381,Bussum,Christen Democratisch Appèl (CDA),1142
502,Capelle aan den IJssel,Christen Democratisch Appèl (CDA),1778
383,Castricum,Christen Democratisch Appèl (CDA),1986
109,Coevorden,Christen Democratisch Appèl (CDA),2463
1706,Cranendonck,Christen Democratisch Appèl (CDA),1409
611,Cromstrijen,Christen Democratisch Appèl (CDA),636
1684,Cuijk,Christen Democratisch Appèl (CDA),1379
216,Culemborg,Christen Democratisch Appèl (CDA),995
148,Dalfsen,Christen Democratisch Appèl (CDA),3361
1891,Dantumadiel,Christen Democratisch Appèl (CDA),2163
310,De Bilt,Christen Democratisch Appèl (CDA),1988
1663,De Marne,Christen Democratisch Appèl (CDA),753
736,De Ronde Venen,Christen Democratisch Appèl (CDA),2371
1690,De Wolden,Christen Democratisch Appèl (CDA),1994
503,Delft,Christen Democratisch Appèl (CDA),2994
10,Delfzijl,Christen Democratisch Appèl (CDA),1235
400,Den Helder,Christen Democratisch Appèl (CDA),1987
762,Deurne,Christen Democratisch Appèl (CDA),2320
150,Deventer,Christen Democratisch Appèl (CDA),3850
384,Diemen,Christen Democratisch Appèl (CDA),511
1774,Dinkelland,Christen Democratisch Appèl (CDA),4195
504,Dirksland,Christen Democratisch Appèl (CDA),426
221,Doesburg,Christen Democratisch Appèl (CDA),493
222,Doetinchem,Christen Democratisch Appèl (CDA),2796
766,Dongen,Christen Democratisch Appèl (CDA),1348
58,Dongeradeel,Christen Democratisch Appèl (CDA),3244
505,Dordrecht,Christen Democratisch Appèl (CDA),3817
498,Drechterland,Christen Democratisch Appèl (CDA),1163
1719,Drimmelen,Christen Democratisch Appèl (CDA),1359
303,Dronten,Christen Democratisch Appèl (CDA),2633
225,Druten,Christen Democratisch Appèl (CDA),839
226,Duiven,Christen Democratisch Appèl (CDA),1268
1711,Echt-Susteren,Christen Democratisch Appèl (CDA),2470
385,Edam-Volendam,Christen Democratisch Appèl (CDA),2359
228,Ede,Christen Democratisch Appèl (CDA),7190
317,Eemnes,Christen Democratisch Appèl (CDA),460
1651,Eemsmond,Christen Democratisch Appèl (CDA),1134
770,Eersel,Christen Democratisch Appèl (CDA),1665
1903,Eijsden-Margraten,Christen Democratisch Appèl (CDA),1952
772,Eindhoven,Christen Democratisch Appèl (CDA),6539
230,Elburg,Christen Democratisch Appèl (CDA),1824
114,Emmen,Christen Democratisch Appèl (CDA),5833
388,Enkhuizen,Christen Democratisch Appèl (CDA),690
153,Enschede,Christen Democratisch Appèl (CDA),6460
232,Epe,Christen Democratisch Appèl (CDA),2163
233,Ermelo,Christen Democratisch Appèl (CDA),2484
777,Etten-Leur,Christen Democratisch Appèl (CDA),1891
1722,Ferwerderadiel,Christen Democratisch Appèl (CDA),1122
70,Franekeradeel,Christen Democratisch Appèl (CDA),1930
653,Gaasterlân-Sleat,Christen Democratisch Appèl (CDA),1364
779,Geertruidenberg,Christen Democratisch Appèl (CDA),961
236,Geldermalsen,Christen Democratisch Appèl (CDA),1275
1771,Geldrop-Mierlo,Christen Democratisch Appèl (CDA),1978
1652,Gemert-Bakel,Christen Democratisch Appèl (CDA),2203
907,Gennep,Christen Democratisch Appèl (CDA),917
689,Giessenlanden,Christen Democratisch Appèl (CDA),1132
784,Gilze en Rijen,Christen Democratisch Appèl (CDA),1277
511,Goedereede,Christen Democratisch Appèl (CDA),638
664,Goes,Christen Democratisch Appèl (CDA),2084
785,Goirle,Christen Democratisch Appèl (CDA),1115
512,Gorinchem,Christen Democratisch Appèl (CDA),1188
513,Gouda,Christen Democratisch Appèl (CDA),2609
693,Graafstroom,Christen Democratisch Appèl (CDA),1069
365,Graft-De Rijp,Christen Democratisch Appèl (CDA),369
786,Grave,Christen Democratisch Appèl (CDA),696
241,Groesbeek,Christen Democratisch Appèl (CDA),1158
14,Groningen,Christen Democratisch Appèl (CDA),4719
15,Grootegast,Christen Democratisch Appèl (CDA),1405
1729,Gulpen-Wittem,Christen Democratisch Appèl (CDA),1197
158,Haaksbergen,Christen Democratisch Appèl (CDA),2514
788,Haaren,Christen Democratisch Appèl (CDA),1145
392,Haarlem,Christen Democratisch Appèl (CDA),3972
393,Haarlemmerliede en Spaarnwoude,Christen Democratisch Appèl (CDA),296
394,Haarlemmermeer,Christen Democratisch Appèl (CDA),5038
1655,Halderberge,Christen Democratisch Appèl (CDA),1483
160,Hardenberg,Christen Democratisch Appèl (CDA),6348
243,Harderwijk,Christen Democratisch Appèl (CDA),3356
523,Hardinxveld-Giessendam,Christen Democratisch Appèl (CDA),1030
17,Haren,Christen Democratisch Appèl (CDA),1091
395,Harenkarspel,Christen Democratisch Appèl (CDA),1008
72,Harlingen,Christen Democratisch Appèl (CDA),795
244,Hattem,Christen Democratisch Appèl (CDA),921
396,Heemskerk,Christen Democratisch Appèl (CDA),1782
397,Heemstede,Christen Democratisch Appèl (CDA),1248
246,Heerde,Christen Democratisch Appèl (CDA),1620
74,Heerenveen,Christen Democratisch Appèl (CDA),2251
398,Heerhugowaard,Christen Democratisch Appèl (CDA),1979
917,Heerlen,Christen Democratisch Appèl (CDA),2908
1658,Heeze-Leende,Christen Democratisch Appèl (CDA),1305
399,Heiloo,Christen Democratisch Appèl (CDA),1250
163,Hellendoorn,Christen Democratisch Appèl (CDA),5056
530,Hellevoetsluis,Christen Democratisch Appèl (CDA),809
794,Helmond,Christen Democratisch Appèl (CDA),2798
531,Hendrik-Ido-Ambacht,Christen Democratisch Appèl (CDA),1281
164,Hengelo,Christen Democratisch Appèl (CDA),5251
63,Het Bildt,Christen Democratisch Appèl (CDA),1023
252,Heumen,Christen Democratisch Appèl (CDA),1161
797,Heusden,Christen Democratisch Appèl (CDA),2404
534,Hillegom,Christen Democratisch Appèl (CDA),973
798,Hilvarenbeek,Christen Democratisch Appèl (CDA),1258
402,Hilversum,Christen Democratisch Appèl (CDA),2788
1735,Hof van Twente,Christen Democratisch Appèl (CDA),3631
1911,Hollands Kroon,Christen Democratisch Appèl (CDA),2337
118,Hoogeveen,Christen Democratisch Appèl (CDA),4821
18,Hoogezand-Sappemeer,Christen Democratisch Appèl (CDA),1016
405,Hoorn,Christen Democratisch Appèl (CDA),2206
1507,Horst aan de Maas,Christen Democratisch Appèl (CDA),3750
321,Houten,Christen Democratisch Appèl (CDA),2334
406,Huizen,Christen Democratisch Appèl (CDA),2142
677,Hulst,Christen Democratisch Appèl (CDA),1458
353,IJsselstein,Christen Democratisch Appèl (CDA),1507
1884,Kaag en Braassem,Christen Democratisch Appèl (CDA),1832
166,Kampen,Christen Democratisch Appèl (CDA),3785
678,Kapelle,Christen Democratisch Appèl (CDA),928
537,Katwijk,Christen Democratisch Appèl (CDA),5236
928,Kerkrade,Christen Democratisch Appèl (CDA),1539
1598,Koggenland,Christen Democratisch Appèl (CDA),1674
79,Kollumerland en Nieuwkruisland,Christen Democratisch Appèl (CDA),1529
588,Korendijk,Christen Democratisch Appèl (CDA),557
542,Krimpen aan den IJssel,Christen Democratisch Appèl (CDA),1181
1659,Laarbeek,Christen Democratisch Appèl (CDA),1493
1685,Landerd,Christen Democratisch Appèl (CDA),1177
882,Landgraaf,Christen Democratisch Appèl (CDA),1451
415,Landsmeer,Christen Democratisch Appèl (CDA),247
416,Langedijk,Christen Democratisch Appèl (CDA),1546
1621,Lansingerland,Christen Democratisch Appèl (CDA),2970
417,Laren,Christen Democratisch Appèl (CDA),480
22,Leek,Christen Democratisch Appèl (CDA),1245
545,Leerdam,Christen Democratisch Appèl (CDA),1026
80,Leeuwarden,Christen Democratisch Appèl (CDA),3835
81,Leeuwarderadeel,Christen Democratisch Appèl (CDA),921
546,Leiden,Christen Democratisch Appèl (CDA),2733
547,Leiderdorp,Christen Democratisch Appèl (CDA),1165
1916,Leidschendam-Voorburg,Christen Democratisch Appèl (CDA),3394
995,Lelystad,Christen Democratisch Appèl (CDA),1858
82,Lemsterland,Christen Democratisch Appèl (CDA),935
1640,Leudal,Christen Democratisch Appèl (CDA),2627
327,Leusden,Christen Democratisch Appèl (CDA),1831
694,Liesveld,Christen Democratisch Appèl (CDA),761
733,Lingewaal,Christen Democratisch Appèl (CDA),796
1705,Lingewaard,Christen Democratisch Appèl (CDA),2435
553,Lisse,Christen Democratisch Appèl (CDA),1403
140,Littenseradiel,Christen Democratisch Appèl (CDA),1331
262,Lochem,Christen Democratisch Appèl (CDA),2215
809,Loon op Zand,Christen Democratisch Appèl (CDA),1239
331,Lopik,Christen Democratisch Appèl (CDA),1231
24,Loppersum,Christen Democratisch Appèl (CDA),877
168,Losser,Christen Democratisch Appèl (CDA),2288
1671,Maasdonk,Christen Democratisch Appèl (CDA),879
263,Maasdriel,Christen Democratisch Appèl (CDA),1496
1641,Maasgouw,Christen Democratisch Appèl (CDA),1455
556,Maassluis,Christen Democratisch Appèl (CDA),1673
935,Maastricht,Christen Democratisch Appèl (CDA),4223
25,Marum,Christen Democratisch Appèl (CDA),788
420,Medemblik,Christen Democratisch Appèl (CDA),2781
938,Meerssen,Christen Democratisch Appèl (CDA),1222
1908,Menameradiel,Christen Democratisch Appèl (CDA),1250
1987,Menterwolde,Christen Democratisch Appèl (CDA),329
119,Meppel,Christen Democratisch Appèl (CDA),1685
687,Middelburg,Christen Democratisch Appèl (CDA),2435
559,Middelharnis,Christen Democratisch Appèl (CDA),820
1842,Midden-Delfland,Christen Democratisch Appèl (CDA),1715
1731,Midden-Drenthe,Christen Democratisch Appèl (CDA),2620
815,Mill en Sint Hubert,Christen Democratisch Appèl (CDA),993
265,Millingen aan de Rijn,Christen Democratisch Appèl (CDA),224
1709,Moerdijk,Christen Democratisch Appèl (CDA),2029
1955,Montferland,Christen Democratisch Appèl (CDA),2624
335,Montfoort,Christen Democratisch Appèl (CDA),900
944,Mook en Middelaar,Christen Democratisch Appèl (CDA),413
424,Muiden,Christen Democratisch Appèl (CDA),293
